"","char","letter","x1","y1","x2","y2","space","sent","line","word","word_line","line_char","wordID","char_word"
"843",428,"W",880,627,890,685,NA,6,8,1,4,30,"""Walden""",2
"845",429,"a",890,627,900,685,NA,6,8,1,4,31,"""Walden""",3
"847",430,"l",900,627,910,685,NA,6,8,1,4,32,"""Walden""",4
"849",431,"d",910,627,920,685,NA,6,8,1,4,33,"""Walden""",5
"851",432,"e",920,627,930,685,NA,6,8,1,4,34,"""Walden""",6
"853",433,"n",930,627,940,685,NA,6,8,1,4,35,"""Walden""",7
"855",434,"""",940,627,950,685,NA,6,8,1,4,36,"""Walden""",8
"857",435,"",950,627,960,685,1,6,8,2,5,37,"is",0
"859",436,"i",960,627,970,685,NA,6,8,2,5,38,"is",1
"861",437,"s",970,627,980,685,NA,6,8,2,5,39,"is",2
"863",438,"",980,627,990,685,1,6,8,3,6,40,"the",0
"865",439,"t",990,627,1000,685,NA,6,8,3,6,41,"the",1
"867",440,"h",1000,627,1010,685,NA,6,8,3,6,42,"the",2
"869",441,"e",1010,627,1020,685,NA,6,8,3,6,43,"the",3
"871",442,"",1020,627,1030,685,1,6,8,4,7,44,"record",0
"873",443,"r",1030,627,1040,685,NA,6,8,4,7,45,"record",1
"875",444,"e",1040,627,1050,685,NA,6,8,4,7,46,"record",2
"877",445,"c",1050,627,1060,685,NA,6,8,4,7,47,"record",3
"879",446,"o",1060,627,1070,685,NA,6,8,4,7,48,"record",4
"881",447,"r",1070,627,1080,685,NA,6,8,4,7,49,"record",5
"883",448,"d",1080,627,1090,685,NA,6,8,4,7,50,"record",6
"885",449,"",1090,627,1100,685,1,6,8,5,8,51,"of",0
"887",450,"o",1100,627,1110,685,NA,6,8,5,8,52,"of",1
"889",451,"f",1110,627,1120,685,NA,6,8,5,8,53,"of",2
"891",452,"",1120,627,1130,685,1,6,8,6,9,54,"Thoreau'",0
"893",453,"T",1130,627,1140,685,NA,6,8,6,9,55,"Thoreau'",1
"895",454,"h",1140,627,1150,685,NA,6,8,6,9,56,"Thoreau'",2
"897",455,"o",1150,627,1160,685,NA,6,8,6,9,57,"Thoreau'",3
"899",456,"r",1160,627,1170,685,NA,6,8,6,9,58,"Thoreau'",4
"901",457,"e",1170,627,1180,685,NA,6,8,6,9,59,"Thoreau'",5
"903",458,"a",1180,627,1190,685,NA,6,8,6,9,60,"Thoreau'",6
"905",459,"u",1190,627,1200,685,NA,6,8,6,9,61,"Thoreau'",7
"907",460,"'",1200,627,1210,685,2,6,8,6,9,62,"Thoreau'",8
"909",461,"s",1210,627,1220,685,2,6,9,7,1,1,"s",1
"911",463,"s",600,695,610,753,NA,6,10,8,1,1,"self-imposed",1
"913",464,"e",610,695,620,753,NA,6,10,8,1,2,"self-imposed",2
"915",465,"l",620,695,630,753,NA,6,10,8,1,3,"self-imposed",3
"917",466,"f",630,695,640,753,NA,6,10,8,1,4,"self-imposed",4
"919",467,"-",640,695,650,753,NA,6,10,8,1,5,"self-imposed",5
"921",468,"i",650,695,660,753,NA,6,10,8,1,6,"self-imposed",6
"923",469,"m",660,695,670,753,NA,6,10,8,1,7,"self-imposed",7
"925",470,"p",670,695,680,753,NA,6,10,8,1,8,"self-imposed",8
"927",471,"o",680,695,690,753,NA,6,10,8,1,9,"self-imposed",9
"929",472,"s",690,695,700,753,NA,6,10,8,1,10,"self-imposed",10
"931",473,"e",700,695,710,753,NA,6,10,8,1,11,"self-imposed",11
"933",474,"d",710,695,720,753,NA,6,10,8,1,12,"self-imposed",12
"935",475,"",720,695,730,753,1,6,10,9,2,13,"solitude.",0
"937",476,"s",730,695,740,753,NA,6,10,9,2,14,"solitude.",1
"939",477,"o",740,695,750,753,NA,6,10,9,2,15,"solitude.",2
"941",478,"l",750,695,760,753,NA,6,10,9,2,16,"solitude.",3
"943",479,"i",760,695,770,753,NA,6,10,9,2,17,"solitude.",4
"945",480,"t",770,695,780,753,NA,6,10,9,2,18,"solitude.",5
"947",481,"u",780,695,790,753,NA,6,10,9,2,19,"solitude.",6
"949",482,"d",790,695,800,753,NA,6,10,9,2,20,"solitude.",7
"951",483,"e",800,695,810,753,NA,6,10,9,2,21,"solitude.",8
"953",484,".",810,695,820,753,NA,6,10,9,2,22,"solitude.",9
"955",485,"",820,695,830,753,1,7,10,1,3,23,"His",0
"957",486,"H",830,695,840,753,NA,7,10,1,3,24,"His",1
"959",487,"i",840,695,850,753,NA,7,10,1,3,25,"His",2
"961",488,"s",850,695,860,753,NA,7,10,1,3,26,"His",3
"963",489,"",860,695,870,753,1,7,10,2,4,27,"book",0
"965",490,"b",870,695,880,753,NA,7,10,2,4,28,"book",1
"967",491,"o",880,695,890,753,NA,7,10,2,4,29,"book",2
"969",492,"o",890,695,900,753,NA,7,10,2,4,30,"book",3
"971",493,"k",900,695,910,753,NA,7,10,2,4,31,"book",4
"973",494,"",910,695,920,753,1,7,10,3,5,32,"portrays",0
"975",495,"p",920,695,930,753,NA,7,10,3,5,33,"portrays",1
"977",496,"o",930,695,940,753,NA,7,10,3,5,34,"portrays",2
"979",497,"r",940,695,950,753,NA,7,10,3,5,35,"portrays",3
"981",498,"t",950,695,960,753,NA,7,10,3,5,36,"portrays",4
"983",499,"r",960,695,970,753,NA,7,10,3,5,37,"portrays",5
"985",500,"a",970,695,980,753,NA,7,10,3,5,38,"portrays",6
"987",501,"y",980,695,990,753,NA,7,10,3,5,39,"portrays",7
"989",502,"s",990,695,1000,753,NA,7,10,3,5,40,"portrays",8
"991",503,"",1000,695,1010,753,1,7,10,4,6,41,"a",0
"993",504,"a",1010,695,1020,753,NA,7,10,4,6,42,"a",1
"995",505,"",1020,695,1030,753,1,7,10,5,7,43,"deep",0
"997",506,"d",1030,695,1040,753,NA,7,10,5,7,44,"deep",1
"999",507,"e",1040,695,1050,753,NA,7,10,5,7,45,"deep",2
"1001",508,"e",1050,695,1060,753,NA,7,10,5,7,46,"deep",3
"1003",509,"p",1060,695,1070,753,NA,7,10,5,7,47,"deep",4
"1005",510,"",1070,695,1080,753,1,7,10,6,8,48,"understanding",0
"1007",511,"u",1080,695,1090,753,NA,7,10,6,8,49,"understanding",1
"1009",512,"n",1090,695,1100,753,NA,7,10,6,8,50,"understanding",2
"1011",513,"d",1100,695,1110,753,NA,7,10,6,8,51,"understanding",3
"1013",514,"e",1110,695,1120,753,NA,7,10,6,8,52,"understanding",4
"1015",515,"r",1120,695,1130,753,NA,7,10,6,8,53,"understanding",5
"1017",516,"s",1130,695,1140,753,NA,7,10,6,8,54,"understanding",6
"1019",517,"t",1140,695,1150,753,NA,7,10,6,8,55,"understanding",7
"1021",518,"a",1150,695,1160,753,NA,7,10,6,8,56,"understanding",8
"1023",519,"n",1160,695,1170,753,NA,7,10,6,8,57,"understanding",9
"1025",520,"d",1170,695,1180,753,NA,7,10,6,8,58,"understanding",10
"1027",521,"i",1180,695,1190,753,NA,7,10,6,8,59,"understanding",11
"1029",522,"n",1190,695,1200,753,NA,7,10,6,8,60,"understanding",12
"1031",523,"g",1200,695,1210,753,2,7,10,6,8,61,"understanding",13
"1033",525,"o",600,763,610,821,NA,7,11,7,1,1,"of",1
"1035",526,"f",610,763,620,821,NA,7,11,7,1,2,"of",2
"1037",527,"",620,763,630,821,1,7,11,8,2,3,"nature",0
"1039",528,"n",630,763,640,821,NA,7,11,8,2,4,"nature",1
"1041",529,"a",640,763,650,821,NA,7,11,8,2,5,"nature",2
"1043",530,"t",650,763,660,821,NA,7,11,8,2,6,"nature",3
"1045",531,"u",660,763,670,821,NA,7,11,8,2,7,"nature",4
"1047",532,"r",670,763,680,821,NA,7,11,8,2,8,"nature",5
"1049",533,"e",680,763,690,821,NA,7,11,8,2,9,"nature",6
"1051",534,"",690,763,700,821,1,7,11,9,3,10,"and",0
"1053",535,"a",700,763,710,821,NA,7,11,9,3,11,"and",1
"1055",536,"n",710,763,720,821,NA,7,11,9,3,12,"and",2
"1057",537,"d",720,763,730,821,NA,7,11,9,3,13,"and",3
"1059",538,"",730,763,740,821,1,7,11,10,4,14,"also",0
"1061",539,"a",740,763,750,821,NA,7,11,10,4,15,"also",1
"1063",540,"l",750,763,760,821,NA,7,11,10,4,16,"also",2
"1065",541,"s",760,763,770,821,NA,7,11,10,4,17,"also",3
"1067",542,"o",770,763,780,821,NA,7,11,10,4,18,"also",4
"1069",543,"",780,763,790,821,1,7,11,11,5,19,"demonstrates",0
"1071",544,"d",790,763,800,821,NA,7,11,11,5,20,"demonstrates",1
"1073",545,"e",800,763,810,821,NA,7,11,11,5,21,"demonstrates",2
"1075",546,"m",810,763,820,821,NA,7,11,11,5,22,"demonstrates",3
"1077",547,"o",820,763,830,821,NA,7,11,11,5,23,"demonstrates",4
"1079",548,"n",830,763,840,821,NA,7,11,11,5,24,"demonstrates",5
"1081",549,"s",840,763,850,821,NA,7,11,11,5,25,"demonstrates",6
"1083",550,"t",850,763,860,821,NA,7,11,11,5,26,"demonstrates",7
"1085",551,"r",860,763,870,821,NA,7,11,11,5,27,"demonstrates",8
"1087",552,"a",870,763,880,821,NA,7,11,11,5,28,"demonstrates",9
"1089",553,"t",880,763,890,821,NA,7,11,11,5,29,"demonstrates",10
"1091",554,"e",890,763,900,821,NA,7,11,11,5,30,"demonstrates",11
"1093",555,"s",900,763,910,821,NA,7,11,11,5,31,"demonstrates",12
"1095",556,"",910,763,920,821,1,7,11,12,6,32,"a",0
"1097",557,"a",920,763,930,821,NA,7,11,12,6,33,"a",1
"1099",558,"",930,763,940,821,1,7,11,13,7,34,"life",0
"1101",559,"l",940,763,950,821,NA,7,11,13,7,35,"life",1
"1103",560,"i",950,763,960,821,NA,7,11,13,7,36,"life",2
"1105",561,"f",960,763,970,821,NA,7,11,13,7,37,"life",3
"1107",562,"e",970,763,980,821,NA,7,11,13,7,38,"life",4
"1109",563,"",980,763,990,821,1,7,11,14,8,39,"in",0
"1111",564,"i",990,763,1000,821,NA,7,11,14,8,40,"in",1
"1113",565,"n",1000,763,1010,821,NA,7,11,14,8,41,"in",2
"1115",566,"",1010,763,1020,821,1,7,11,15,9,42,"harmony",0
"1117",567,"h",1020,763,1030,821,NA,7,11,15,9,43,"harmony",1
"1119",568,"a",1030,763,1040,821,NA,7,11,15,9,44,"harmony",2
"1121",569,"r",1040,763,1050,821,NA,7,11,15,9,45,"harmony",3
"1123",570,"m",1050,763,1060,821,NA,7,11,15,9,46,"harmony",4
"1125",571,"o",1060,763,1070,821,NA,7,11,15,9,47,"harmony",5
"1127",572,"n",1070,763,1080,821,NA,7,11,15,9,48,"harmony",6
"1129",573,"y",1080,763,1090,821,NA,7,11,15,9,49,"harmony",7
"1131",574,"",1090,763,1100,821,1,7,11,16,10,50,"with",0
"1133",575,"w",1100,763,1110,821,NA,7,11,16,10,51,"with",1
"1135",576,"i",1110,763,1120,821,NA,7,11,16,10,52,"with",2
"1137",577,"t",1120,763,1130,821,NA,7,11,16,10,53,"with",3
"1139",578,"h",1130,763,1140,821,NA,7,11,16,10,54,"with",4
"1141",579,"",1140,763,1150,821,1,7,11,17,11,55,"nature.",0
"1143",580,"n",1150,763,1160,821,NA,7,11,17,11,56,"nature.",1
"1145",581,"a",1160,763,1170,821,NA,7,11,17,11,57,"nature.",2
"1147",582,"t",1170,763,1180,821,NA,7,11,17,11,58,"nature.",3
"1149",583,"u",1180,763,1190,821,NA,7,11,17,11,59,"nature.",4
"1151",584,"r",1190,763,1200,821,NA,7,11,17,11,60,"nature.",5
"1153",585,"e",1200,763,1210,821,NA,7,11,17,11,61,"nature.",6
"1155",586,".",1210,763,1220,821,2,7,11,17,11,62,"nature.",7
"1157",588,"H",600,831,610,889,NA,8,12,1,1,1,"He",1
"1159",589,"e",610,831,620,889,NA,8,12,1,1,2,"He",2
"1161",590,"",620,831,630,889,1,8,12,2,2,3,"wrote",0
"1163",591,"w",630,831,640,889,NA,8,12,2,2,4,"wrote",1
"1165",592,"r",640,831,650,889,NA,8,12,2,2,5,"wrote",2
"1167",593,"o",650,831,660,889,NA,8,12,2,2,6,"wrote",3
"1169",594,"t",660,831,670,889,NA,8,12,2,2,7,"wrote",4
"1171",595,"e",670,831,680,889,NA,8,12,2,2,8,"wrote",5
"1173",596,"",680,831,690,889,1,8,12,3,3,9,"critically",0
"1175",597,"c",690,831,700,889,NA,8,12,3,3,10,"critically",1
"1177",598,"r",700,831,710,889,NA,8,12,3,3,11,"critically",2
"1179",599,"i",710,831,720,889,NA,8,12,3,3,12,"critically",3
"1181",600,"t",720,831,730,889,NA,8,12,3,3,13,"critically",4
"1183",601,"i",730,831,740,889,NA,8,12,3,3,14,"critically",5
"1185",602,"c",740,831,750,889,NA,8,12,3,3,15,"critically",6
"1187",603,"a",750,831,760,889,NA,8,12,3,3,16,"critically",7
"1189",604,"l",760,831,770,889,NA,8,12,3,3,17,"critically",8
"1191",605,"l",770,831,780,889,NA,8,12,3,3,18,"critically",9
"1193",606,"y",780,831,790,889,NA,8,12,3,3,19,"critically",10
"1195",607,"",790,831,800,889,1,8,12,4,4,20,"about",0
"1197",608,"a",800,831,810,889,NA,8,12,4,4,21,"about",1
"1199",609,"b",810,831,820,889,NA,8,12,4,4,22,"about",2
"1201",610,"o",820,831,830,889,NA,8,12,4,4,23,"about",3
"1203",611,"u",830,831,840,889,NA,8,12,4,4,24,"about",4
"1205",612,"t",840,831,850,889,NA,8,12,4,4,25,"about",5
"1207",613,"",850,831,860,889,1,8,12,5,5,26,"slavery",0
"1209",614,"s",860,831,870,889,NA,8,12,5,5,27,"slavery",1
"1211",615,"l",870,831,880,889,NA,8,12,5,5,28,"slavery",2
"1213",616,"a",880,831,890,889,NA,8,12,5,5,29,"slavery",3
"1215",617,"v",890,831,900,889,NA,8,12,5,5,30,"slavery",4
"1217",618,"e",900,831,910,889,NA,8,12,5,5,31,"slavery",5
"1219",619,"r",910,831,920,889,NA,8,12,5,5,32,"slavery",6
"1221",620,"y",920,831,930,889,NA,8,12,5,5,33,"slavery",7
"1223",621,"",930,831,940,889,1,8,12,6,6,34,"and",0
"1225",622,"a",940,831,950,889,NA,8,12,6,6,35,"and",1
"1227",623,"n",950,831,960,889,NA,8,12,6,6,36,"and",2
"1229",624,"d",960,831,970,889,NA,8,12,6,6,37,"and",3
"1231",625,"",970,831,980,889,1,8,12,7,7,38,"about",0
"1233",626,"a",980,831,990,889,NA,8,12,7,7,39,"about",1
"1235",627,"b",990,831,1000,889,NA,8,12,7,7,40,"about",2
"1237",628,"o",1000,831,1010,889,NA,8,12,7,7,41,"about",3
"1239",629,"u",1010,831,1020,889,NA,8,12,7,7,42,"about",4
"1241",630,"t",1020,831,1030,889,NA,8,12,7,7,43,"about",5
"1243",631,"",1030,831,1040,889,1,8,12,8,8,44,"using",0
"1245",632,"u",1040,831,1050,889,NA,8,12,8,8,45,"using",1
"1247",633,"s",1050,831,1060,889,NA,8,12,8,8,46,"using",2
"1249",634,"i",1060,831,1070,889,NA,8,12,8,8,47,"using",3
"1251",635,"n",1070,831,1080,889,NA,8,12,8,8,48,"using",4
"1253",636,"g",1080,831,1090,889,NA,8,12,8,8,49,"using",5
"1255",637,"",1090,831,1100,889,1,8,12,9,9,50,"violence",0
"1257",638,"v",1100,831,1110,889,NA,8,12,9,9,51,"violence",1
"1259",639,"i",1110,831,1120,889,NA,8,12,9,9,52,"violence",2
"1261",640,"o",1120,831,1130,889,NA,8,12,9,9,53,"violence",3
"1263",641,"l",1130,831,1140,889,NA,8,12,9,9,54,"violence",4
"1265",642,"e",1140,831,1150,889,NA,8,12,9,9,55,"violence",5
"1267",643,"n",1150,831,1160,889,NA,8,12,9,9,56,"violence",6
"1269",644,"c",1160,831,1170,889,NA,8,12,9,9,57,"violence",7
"1271",645,"e",1170,831,1180,889,2,8,12,9,9,58,"violence",8
"1273",647,"a",600,899,610,957,2,8,13,10,1,1,"a",1
"1275",648,"s",610,899,620,957,NA,8,14,11,1,1,"s",1
"1277",649,"",620,899,630,957,1,8,14,12,2,2,"a",0
"1279",650,"a",630,899,640,957,NA,8,14,12,2,3,"a",1
"1281",651,"",640,899,650,957,1,8,14,13,3,4,"means",0
"1283",652,"m",650,899,660,957,NA,8,14,13,3,5,"means",1
"1285",653,"e",660,899,670,957,NA,8,14,13,3,6,"means",2
"1287",654,"a",670,899,680,957,NA,8,14,13,3,7,"means",3
"1289",655,"n",680,899,690,957,NA,8,14,13,3,8,"means",4
"1291",656,"s",690,899,700,957,NA,8,14,13,3,9,"means",5
"1293",657,"",700,899,710,957,1,8,14,14,4,10,"of",0
"1295",658,"o",710,899,720,957,NA,8,14,14,4,11,"of",1
"1297",659,"f",720,899,730,957,NA,8,14,14,4,12,"of",2
"1299",660,"",730,899,740,957,1,8,14,15,5,13,"control.",0
"1301",661,"c",740,899,750,957,NA,8,14,15,5,14,"control.",1
"1303",662,"o",750,899,760,957,NA,8,14,15,5,15,"control.",2
"1305",663,"n",760,899,770,957,NA,8,14,15,5,16,"control.",3
"1307",664,"t",770,899,780,957,NA,8,14,15,5,17,"control.",4
"1309",665,"r",780,899,790,957,NA,8,14,15,5,18,"control.",5
"1311",666,"o",790,899,800,957,NA,8,14,15,5,19,"control.",6
"1313",667,"l",800,899,810,957,NA,8,14,15,5,20,"control.",7
"1315",668,".",810,899,820,957,NA,8,14,15,5,21,"control.",8
"1317",669,"",820,899,830,957,1,9,14,1,6,22,"Thoreau",0
"1319",670,"T",830,899,840,957,NA,9,14,1,6,23,"Thoreau",1
"1321",671,"h",840,899,850,957,NA,9,14,1,6,24,"Thoreau",2
"1323",672,"o",850,899,860,957,NA,9,14,1,6,25,"Thoreau",3
"1325",673,"r",860,899,870,957,NA,9,14,1,6,26,"Thoreau",4
"1327",674,"e",870,899,880,957,NA,9,14,1,6,27,"Thoreau",5
"1329",675,"a",880,899,890,957,NA,9,14,1,6,28,"Thoreau",6
"1331",676,"u",890,899,900,957,NA,9,14,1,6,29,"Thoreau",7
"1333",677,"",900,899,910,957,1,9,14,2,7,30,"was",0
"1335",678,"w",910,899,920,957,NA,9,14,2,7,31,"was",1
"1337",679,"a",920,899,930,957,NA,9,14,2,7,32,"was",2
"1339",680,"s",930,899,940,957,NA,9,14,2,7,33,"was",3
"1341",681,"",940,899,950,957,1,9,14,3,8,34,"an",0
"1343",682,"a",950,899,960,957,NA,9,14,3,8,35,"an",1
"1345",683,"n",960,899,970,957,NA,9,14,3,8,36,"an",2
"1347",684,"",970,899,980,957,1,9,14,4,9,37,"advocate",0
"1349",685,"a",980,899,990,957,NA,9,14,4,9,38,"advocate",1
"1351",686,"d",990,899,1000,957,NA,9,14,4,9,39,"advocate",2
"1353",687,"v",1000,899,1010,957,NA,9,14,4,9,40,"advocate",3
"1355",688,"o",1010,899,1020,957,NA,9,14,4,9,41,"advocate",4
"1357",689,"c",1020,899,1030,957,NA,9,14,4,9,42,"advocate",5
"1359",690,"a",1030,899,1040,957,NA,9,14,4,9,43,"advocate",6
"1361",691,"t",1040,899,1050,957,NA,9,14,4,9,44,"advocate",7
"1363",692,"e",1050,899,1060,957,NA,9,14,4,9,45,"advocate",8
"1365",693,"",1060,899,1070,957,1,9,14,5,10,46,"of",0
"1367",694,"o",1070,899,1080,957,NA,9,14,5,10,47,"of",1
"1369",695,"f",1080,899,1090,957,NA,9,14,5,10,48,"of",2
"1371",696,"",1090,899,1100,957,1,9,14,6,11,49,"civild",0
"1373",697,"c",1100,899,1110,957,NA,9,14,6,11,50,"civild",1
"1375",698,"i",1110,899,1120,957,NA,9,14,6,11,51,"civild",2
"1377",699,"v",1120,899,1130,957,NA,9,14,6,11,52,"civild",3
"1379",700,"i",1130,899,1140,957,NA,9,14,6,11,53,"civild",4
"1381",701,"l",1140,899,1150,957,NA,9,14,6,11,54,"civild",5
"1383",703,"d",600,967,610,1025,2,9,14,6,11,55,"civild",6
"1385",704,"i",610,967,620,1025,NA,9,15,7,1,1,"isobedience",1
"1387",705,"s",620,967,630,1025,NA,9,15,7,1,2,"isobedience",2
"1389",706,"o",630,967,640,1025,NA,9,15,7,1,3,"isobedience",3
"1391",707,"b",640,967,650,1025,NA,9,15,7,1,4,"isobedience",4
"1393",708,"e",650,967,660,1025,NA,9,15,7,1,5,"isobedience",5
"1395",709,"d",660,967,670,1025,NA,9,15,7,1,6,"isobedience",6
"1397",710,"i",670,967,680,1025,NA,9,15,7,1,7,"isobedience",7
"1399",711,"e",680,967,690,1025,NA,9,15,7,1,8,"isobedience",8
"1401",712,"n",690,967,700,1025,NA,9,15,7,1,9,"isobedience",9
"1403",713,"c",700,967,710,1025,NA,9,15,7,1,10,"isobedience",10
"1405",714,"e",710,967,720,1025,NA,9,15,7,1,11,"isobedience",11
"1407",715,"",720,967,730,1025,1,9,15,8,2,12,"and",0
"1409",716,"a",730,967,740,1025,NA,9,15,8,2,13,"and",1
"1411",717,"n",740,967,750,1025,NA,9,15,8,2,14,"and",2
"1413",718,"d",750,967,760,1025,NA,9,15,8,2,15,"and",3
"1415",719,"",760,967,770,1025,1,9,15,9,3,16,"passive",0
"1417",720,"p",770,967,780,1025,NA,9,15,9,3,17,"passive",1
"1419",721,"a",780,967,790,1025,NA,9,15,9,3,18,"passive",2
"1421",722,"s",790,967,800,1025,NA,9,15,9,3,19,"passive",3
"1423",723,"s",800,967,810,1025,NA,9,15,9,3,20,"passive",4
"1425",724,"i",810,967,820,1025,NA,9,15,9,3,21,"passive",5
"1427",725,"v",820,967,830,1025,NA,9,15,9,3,22,"passive",6
"1429",726,"e",830,967,840,1025,NA,9,15,9,3,23,"passive",7
"1431",727,"",NA,840,967,850,NA,9,15,10,3,24,"resistance.",0
"1433",728,"r",850,967,860,1025,NA,9,15,10,3,25,"resistance.",1
"1435",729,"e",860,967,870,1025,NA,9,15,10,3,26,"resistance.",2
"1437",730,"s",870,967,880,1025,NA,9,15,10,3,27,"resistance.",3
"1439",731,"i",880,967,890,1025,NA,9,15,10,3,28,"resistance.",4
"1441",732,"s",890,967,900,1025,NA,9,15,10,3,29,"resistance.",5
"1443",733,"t",900,967,910,1025,NA,9,15,10,3,30,"resistance.",6
"1445",734,"a",910,967,920,1025,NA,9,15,10,3,31,"resistance.",7
"1447",735,"n",920,967,930,1025,NA,9,15,10,3,32,"resistance.",8
"1449",736,"c",930,967,940,1025,NA,9,15,10,3,33,"resistance.",9
"1451",737,"e",940,967,950,1025,NA,9,15,10,3,34,"resistance.",10
"1453",738,".",950,967,960,1025,2,9,15,10,3,35,"resistance.",11
